start_date,account_type,activity_master_key,video_plays,rank_video_plays,title
2019-07-08T00:00:00Z,Teacher,131-Video,13072.411943862786,12,qHMIYZttfx
2019-07-08T00:00:00Z,Teacher,377-Video,11649.252083424697,13,KdNrWUadLIw
2019-07-08T00:00:00Z,Teacher,548-Video,11519.178332739495,14,EDFwuGtZZqpYjB
2019-07-08T00:00:00Z,Teacher,380-Video,10711.95593878133,15,SvAyk
2019-07-08T00:00:00Z,Teacher,356-Video,10340.863179473548,16,bOrJDWcd
2019-07-08T00:00:00Z,Teacher,54-Video,10153.403950544876,17,oUdCLKzzkjwMOr
2019-07-08T00:00:00Z,Teacher,305-Video,10027.155898409237,18,zfTBjErZBg
2019-07-08T00:00:00Z,Teacher,267-Video,9908.55924337273,19,xrOvuGdwPnbQsHusAq
2019-07-08T00:00:00Z,Teacher,416-Video,9801.439683984918,20,weCQkdHdRcpZK
2019-07-15T00:00:00Z,Family,291-Video,77963.91074158026,1,kyvqPcusUouVjqjKbYDmVGORo
2019-07-15T00:00:00Z,Family,599-Video,68166.2967561449,2,mkumxrLQGpEgYBNMB
2019-07-15T00:00:00Z,Family,740-Video,64608.39710504968,3,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-07-15T00:00:00Z,Family,62-Video,59344.23590084857,4,iAwhkYvXMeI
2019-07-15T00:00:00Z,Family,738-Video,54313.44230817091,5,IUYZldtTyDKZeAzPkBWPJGawjcqgZKCyReNYcAf
2019-07-15T00:00:00Z,Family,378-Video,53888.78976916922,6,hWuhLbYprnbrlJKMtkQNLMG
2019-07-15T00:00:00Z,Family,241-Video,51501.55387424081,7,fsoWPbMAN
2019-07-15T00:00:00Z,Family,402-Video,51226.103578672155,8,jeiNgMxwfiFUrPjxI
2019-07-15T00:00:00Z,Family,379-Video,48731.748124355916,9,TuSjdxEYgRZeWSkx
2019-07-15T00:00:00Z,Family,548-Video,45805.08873393888,10,EDFwuGtZZqpYjB
2019-07-15T00:00:00Z,Family,736-Video,43662.697546182615,11,aVsjghqBDasZovZzyYNSXlWQahantUR
2019-07-15T00:00:00Z,Family,735-Video,43582.357876641756,12,zwMZxabglYQOuxVVHzCTlR
2019-07-15T00:00:00Z,Family,739-Video,43524.972398398284,13,PpNTdDHKNvcYslmfopEidFWNUD
2019-07-15T00:00:00Z,Family,673-Video,43287.77908832527,14,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-07-15T00:00:00Z,Family,549-Video,40372.59679355692,15,LtnanZOIsBRfaAiPF
2019-07-15T00:00:00Z,Family,380-Video,40127.752086384775,16,SvAyk
2019-07-15T00:00:00Z,Teacher,586-Video,36520.11835414521,1,gyrxYLBxVh
2019-07-15T00:00:00Z,Family,387-Video,35487.179745762725,17,triqIohaViUazuUbuktd
2019-07-15T00:00:00Z,Family,586-Video,32858.92484221173,18,gyrxYLBxVh
2019-07-15T00:00:00Z,Family,214-Video,32594.951642291766,19,IKMzoGnzugGsBCNv
2019-07-15T00:00:00Z,Family,659-Video,32024.922558406615,20,fJNSpOAQsKeGldQpuMJtPhUpt
2019-07-15T00:00:00Z,Teacher,135-Video,29542.044199739084,2,CPvkThcrUbzCHNLwcBUtKL
2019-07-15T00:00:00Z,Teacher,387-Video,25207.527743082206,3,triqIohaViUazuUbuktd
2019-07-15T00:00:00Z,Teacher,130-Video,21944.206880303467,4,QniRAWePOtsSKh
2019-07-15T00:00:00Z,Teacher,241-Video,19465.154220185505,5,fsoWPbMAN
2019-07-15T00:00:00Z,Teacher,288-Video,19426.897234689855,6,bRjuMAbixjXuyYkJFHusZn
2019-07-15T00:00:00Z,Teacher,683-Video,17613.516122196157,7,GcJcUAOapYEZDy
2019-07-15T00:00:00Z,Teacher,125-Video,15815.43780390072,8,KyeTVMJMKoecrK
2019-07-15T00:00:00Z,Teacher,137-Video,15715.969641612039,9,QdpTCSOpESDruC
2019-07-15T00:00:00Z,Teacher,722-Video,15597.372986575529,10,MURZwaQtGMzH
2019-07-15T00:00:00Z,Teacher,131-Video,14962.30702734778,11,qHMIYZttfx
2019-07-15T00:00:00Z,Teacher,645-Video,14843.710372311274,12,hWpVlUmJQcrcxhMc
2019-07-15T00:00:00Z,Teacher,377-Video,14449.6634217061,13,KdNrWUadLIw
2019-07-15T00:00:00Z,Teacher,548-Video,13653.91812339663,14,EDFwuGtZZqpYjB
2019-07-15T00:00:00Z,Teacher,380-Video,13191.008598899296,15,SvAyk
2019-07-15T00:00:00Z,Teacher,416-Video,12330.226425247225,16,weCQkdHdRcpZK
2019-07-15T00:00:00Z,Teacher,356-Video,12238.409660057669,17,bOrJDWcd
2019-07-15T00:00:00Z,Teacher,305-Video,12070.07892387682,18,zfTBjErZBg
2019-07-15T00:00:00Z,Teacher,267-Video,11764.023039911639,19,xrOvuGdwPnbQsHusAq
2019-07-15T00:00:00Z,Teacher,54-Video,11515.35263418993,20,oUdCLKzzkjwMOr
2019-07-22T00:00:00Z,Family,599-Video,62423.923233248206,1,mkumxrLQGpEgYBNMB
2019-07-22T00:00:00Z,Family,62-Video,56260.72286989937,2,iAwhkYvXMeI
2019-07-22T00:00:00Z,Family,291-Video,52832.89696948935,3,kyvqPcusUouVjqjKbYDmVGORo
2019-07-22T00:00:00Z,Family,726-Video,49630.78728350364,4,dvCunUSZtbHmXuyaHHaiBulymGeTfZIpQJeGGRvIlCyzlLKiYDFntzc
2019-07-22T00:00:00Z,Family,378-Video,48525.16040267942,5,hWuhLbYprnbrlJKMtkQNLMG
2019-07-22T00:00:00Z,Family,241-Video,47071.394953844814,6,fsoWPbMAN
2019-07-22T00:00:00Z,Family,402-Video,46210.61278019274,7,jeiNgMxwfiFUrPjxI
2019-07-22T00:00:00Z,Family,160-Video,46149.40160339971,8,NXqLaknJsuMuqGmnprpAFpBv
2019-07-22T00:00:00Z,Family,379-Video,43597.660670840014,9,TuSjdxEYgRZeWSkx
2019-07-22T00:00:00Z,Family,741-Video,43173.00813183832,10,koECLyQIVtfKRZwmSOsymaSR
2019-07-22T00:00:00Z,Family,740-Video,42316.05165673582,11,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-07-22T00:00:00Z,Family,548-Video,41420.838196137665,12,EDFwuGtZZqpYjB
2019-07-22T00:00:00Z,Family,673-Video,39079.51068380404,13,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-07-22T00:00:00Z,Family,549-Video,37178.13850467034,14,LtnanZOIsBRfaAiPF
2019-07-22T00:00:00Z,Family,380-Video,36615.76081788433,15,SvAyk
2019-07-22T00:00:00Z,Family,743-Video,36516.292655595644,16,NOqoeOzsCGlmXQQJrCGXMxomGPbCfsQlvlqBRYRm
2019-07-22T00:00:00Z,Family,739-Video,34251.47911425331,17,PpNTdDHKNvcYslmfopEidFWNUD
2019-07-22T00:00:00Z,Family,387-Video,33807.69808250379,18,triqIohaViUazuUbuktd
2019-07-22T00:00:00Z,Family,742-Video,33337.137160907325,19,CTlooJcuUzaUDAtoOINJppAag
2019-07-22T00:00:00Z,Family,137-Video,30659.14817621199,20,QdpTCSOpESDruC
2019-07-22T00:00:00Z,Teacher,586-Video,30096.770489425973,1,gyrxYLBxVh
2019-07-22T00:00:00Z,Teacher,135-Video,24779.049505530955,2,CPvkThcrUbzCHNLwcBUtKL
2019-07-22T00:00:00Z,Teacher,387-Video,23432.40361608416,3,triqIohaViUazuUbuktd
2019-07-22T00:00:00Z,Teacher,130-Video,18661.757524776905,4,QniRAWePOtsSKh
2019-07-22T00:00:00Z,Teacher,241-Video,16331.907108091964,5,fsoWPbMAN
2019-07-22T00:00:00Z,Teacher,288-Video,14862.838865059097,6,bRjuMAbixjXuyYkJFHusZn
2019-07-22T00:00:00Z,Teacher,722-Video,14530.003091246963,7,MURZwaQtGMzH
2019-07-22T00:00:00Z,Teacher,125-Video,14380.800847813936,8,KyeTVMJMKoecrK
2019-07-22T00:00:00Z,Teacher,137-Video,14025.010882704413,9,QdpTCSOpESDruC
2019-07-22T00:00:00Z,Teacher,131-Video,12858.172825087162,10,qHMIYZttfx
2019-07-22T00:00:00Z,Teacher,645-Video,12471.77727158112,11,hWpVlUmJQcrcxhMc
2019-07-22T00:00:00Z,Teacher,683-Video,12425.868888986344,12,GcJcUAOapYEZDy
2019-07-22T00:00:00Z,Teacher,267-Video,12131.290100669856,13,xrOvuGdwPnbQsHusAq
2019-07-22T00:00:00Z,Teacher,548-Video,10922.369359007393,14,EDFwuGtZZqpYjB
2019-07-22T00:00:00Z,Teacher,377-Video,10903.240866259568,15,KdNrWUadLIw
2019-07-22T00:00:00Z,Teacher,380-Video,10478.588327257881,16,SvAyk
2019-07-22T00:00:00Z,Teacher,294-Video,9916.21064047186,17,bGKobAG
2019-07-22T00:00:00Z,Teacher,429-Video,9874.127956426648,18,LkeIqyysipIoAofeqybs
2019-07-22T00:00:00Z,Teacher,54-Video,9862.650860777954,19,oUdCLKzzkjwMOr
2019-07-22T00:00:00Z,Teacher,356-Video,9671.365933299716,20,bOrJDWcd
2019-07-29T00:00:00Z,Family,726-Video,81556.24167962157,1,dvCunUSZtbHmXuyaHHaiBulymGeTfZIpQJeGGRvIlCyzlLKiYDFntzc
2019-07-29T00:00:00Z,Family,137-Video,74490.17645857546,2,QdpTCSOpESDruC
2019-07-29T00:00:00Z,Family,599-Video,61769.72878127263,3,mkumxrLQGpEgYBNMB
2019-07-29T00:00:00Z,Family,62-Video,55709.82227876205,4,iAwhkYvXMeI
2019-07-29T00:00:00Z,Family,378-Video,49604.007393656684,5,hWuhLbYprnbrlJKMtkQNLMG
2019-07-29T00:00:00Z,Family,241-Video,46761.513371330075,6,fsoWPbMAN
2019-07-29T00:00:00Z,Family,160-Video,45938.98818317365,7,NXqLaknJsuMuqGmnprpAFpBv
2019-07-29T00:00:00Z,Family,379-Video,44378.103174951226,8,TuSjdxEYgRZeWSkx
2019-07-29T00:00:00Z,Family,402-Video,43712.43162732696,9,jeiNgMxwfiFUrPjxI
2019-07-29T00:00:00Z,Family,548-Video,40319.03701386302,10,EDFwuGtZZqpYjB
2019-07-29T00:00:00Z,Family,673-Video,37036.58765833645,11,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-07-29T00:00:00Z,Family,549-Video,36829.99993665995,12,LtnanZOIsBRfaAiPF
2019-07-29T00:00:00Z,Family,380-Video,35728.1987543853,13,SvAyk
2019-07-29T00:00:00Z,Family,744-Video,35605.77640079923,14,ycdotThzeVRjpVtNTeXuL
2019-07-29T00:00:00Z,Family,740-Video,34725.86573439933,15,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-07-29T00:00:00Z,Family,387-Video,33375.39414640297,16,triqIohaViUazuUbuktd
2019-07-29T00:00:00Z,Teacher,586-Video,32185.601897488334,1,gyrxYLBxVh
2019-07-29T00:00:00Z,Family,214-Video,29951.39394454251,17,IKMzoGnzugGsBCNv
2019-07-29T00:00:00Z,Family,742-Video,29190.079933179128,18,CTlooJcuUzaUDAtoOINJppAag
2019-07-29T00:00:00Z,Family,393-Video,28711.867614483534,19,LaXhWSJXzBs
2019-07-29T00:00:00Z,Family,328-Video,28302.5178696801,20,tTJdC
2019-07-29T00:00:00Z,Teacher,135-Video,25819.63951101257,2,CPvkThcrUbzCHNLwcBUtKL
2019-07-29T00:00:00Z,Teacher,387-Video,22843.246039451187,3,triqIohaViUazuUbuktd
2019-07-29T00:00:00Z,Teacher,130-Video,20700.854851694923,4,QniRAWePOtsSKh
2019-07-29T00:00:00Z,Teacher,241-Video,17303.634539681414,5,fsoWPbMAN
2019-07-29T00:00:00Z,Teacher,137-Video,15310.445595358173,6,QdpTCSOpESDruC
2019-07-29T00:00:00Z,Teacher,125-Video,14989.086917194734,7,KyeTVMJMKoecrK
2019-07-29T00:00:00Z,Teacher,288-Video,14568.26007674261,8,bRjuMAbixjXuyYkJFHusZn
2019-07-29T00:00:00Z,Teacher,722-Video,13879.634337820953,9,MURZwaQtGMzH
2019-07-29T00:00:00Z,Teacher,131-Video,13210.13709164712,10,qHMIYZttfx
2019-07-29T00:00:00Z,Teacher,645-Video,12506.208558527203,11,hWpVlUmJQcrcxhMc
2019-07-29T00:00:00Z,Teacher,267-Video,11928.528077542926,12,xrOvuGdwPnbQsHusAq
2019-07-29T00:00:00Z,Teacher,683-Video,11507.701237090801,13,GcJcUAOapYEZDy
2019-07-29T00:00:00Z,Teacher,380-Video,11155.736970530843,14,SvAyk
2019-07-29T00:00:00Z,Teacher,377-Video,11090.700095188242,15,KdNrWUadLIw
2019-07-29T00:00:00Z,Teacher,548-Video,10180.183840391828,16,EDFwuGtZZqpYjB
2019-07-29T00:00:00Z,Teacher,71-Video,9992.724611463156,17,WFVmZyfjsj
2019-07-29T00:00:00Z,Teacher,54-Video,9973.596118715332,18,oUdCLKzzkjwMOr
2019-07-29T00:00:00Z,Teacher,294-Video,9854.999463678823,19,bGKobAG
2019-07-29T00:00:00Z,Teacher,429-Video,9415.044130478876,20,LkeIqyysipIoAofeqybs
2019-08-05T00:00:00Z,Family,137-Video,83778.9725369187,1,QdpTCSOpESDruC
2019-08-05T00:00:00Z,Teacher,586-Video,71070.00195526457,1,gyrxYLBxVh
2019-08-05T00:00:00Z,Family,599-Video,66678.10002036422,2,mkumxrLQGpEgYBNMB
2019-08-05T00:00:00Z,Family,62-Video,62607.55676362732,3,iAwhkYvXMeI
2019-08-05T00:00:00Z,Teacher,135-Video,56712.15529874802,2,CPvkThcrUbzCHNLwcBUtKL
2019-08-05T00:00:00Z,Family,241-Video,52228.43659865812,4,fsoWPbMAN
2019-08-05T00:00:00Z,Family,378-Video,50338.54151517312,5,hWuhLbYprnbrlJKMtkQNLMG
2019-08-05T00:00:00Z,Family,160-Video,48915.38165473503,6,NXqLaknJsuMuqGmnprpAFpBv
2019-08-05T00:00:00Z,Family,402-Video,45349.83060654067,7,jeiNgMxwfiFUrPjxI
2019-08-05T00:00:00Z,Family,746-Video,45120.28869356679,8,tTILpaUZtUdRQpRwdKZLZewSnhRuWKS
2019-08-05T00:00:00Z,Teacher,130-Video,45104.98589936853,3,QniRAWePOtsSKh
2019-08-05T00:00:00Z,Family,379-Video,44653.55347051989,9,TuSjdxEYgRZeWSkx
2019-08-05T00:00:00Z,Family,548-Video,44366.626079302536,10,EDFwuGtZZqpYjB
2019-08-05T00:00:00Z,Family,747-Video,43846.33107656173,11,QyBmGbNfvkeugSesRQmnUOiiQsJufjSIw
2019-08-05T00:00:00Z,Family,549-Video,43115.62265359485,12,LtnanZOIsBRfaAiPF
2019-08-05T00:00:00Z,Teacher,387-Video,42534.11647406101,4,triqIohaViUazuUbuktd
2019-08-05T00:00:00Z,Family,740-Video,42082.684045212365,13,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-08-05T00:00:00Z,Family,673-Video,42063.555552464546,14,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-08-05T00:00:00Z,Family,380-Video,37231.698284364255,15,SvAyk
2019-08-05T00:00:00Z,Teacher,241-Video,36646.366406280846,5,fsoWPbMAN
2019-08-05T00:00:00Z,Family,387-Video,36030.42893980092,16,triqIohaViUazuUbuktd
2019-08-05T00:00:00Z,Teacher,137-Video,34393.029960587206,6,QdpTCSOpESDruC
2019-08-05T00:00:00Z,Family,745-Video,34002.80870853159,17,KaORdoLEpJHHqlPjysTip
2019-08-05T00:00:00Z,Family,214-Video,32070.83094100139,18,IKMzoGnzugGsBCNv
2019-08-05T00:00:00Z,Family,393-Video,31860.41752077533,19,LaXhWSJXzBs
2019-08-05T00:00:00Z,Family,328-Video,31382.20520207973,20,tTJdC
2019-08-05T00:00:00Z,Teacher,125-Video,28593.27095944702,7,KyeTVMJMKoecrK
2019-08-05T00:00:00Z,Teacher,131-Video,27510.598269920196,8,qHMIYZttfx
2019-08-05T00:00:00Z,Teacher,288-Video,26661.293191916815,9,bRjuMAbixjXuyYkJFHusZn
2019-08-05T00:00:00Z,Teacher,645-Video,26209.860763068176,10,hWpVlUmJQcrcxhMc
2019-08-05T00:00:00Z,Teacher,380-Video,22357.382323656464,11,SvAyk
2019-08-05T00:00:00Z,Teacher,722-Video,22116.363315033883,12,MURZwaQtGMzH
2019-08-05T00:00:00Z,Teacher,71-Video,21179.067170390517,13,WFVmZyfjsj
2019-08-05T00:00:00Z,Teacher,377-Video,20387.147570630612,14,KdNrWUadLIw
2019-08-05T00:00:00Z,Teacher,548-Video,20092.568782314123,15,EDFwuGtZZqpYjB
2019-08-05T00:00:00Z,Teacher,54-Video,18156.765316234356,16,oUdCLKzzkjwMOr
2019-08-05T00:00:00Z,Teacher,294-Video,17005.230052815365,17,bGKobAG
2019-08-05T00:00:00Z,Teacher,318-Video,16813.945125337126,18,QKIpbhrJKDp
2019-08-05T00:00:00Z,Teacher,267-Video,16680.04567610236,19,xrOvuGdwPnbQsHusAq
2019-08-05T00:00:00Z,Teacher,683-Video,16442.852366029343,20,GcJcUAOapYEZDy
2019-08-12T00:00:00Z,Teacher,353-Video,205447.66350872678,1,pFEfBPHf
2019-08-12T00:00:00Z,Teacher,586-Video,146612.24551497033,2,gyrxYLBxVh
2019-08-12T00:00:00Z,Teacher,645-Video,142270.07766121434,3,hWpVlUmJQcrcxhMc
2019-08-12T00:00:00Z,Family,137-Video,114204.75310160723,1,QdpTCSOpESDruC
2019-08-12T00:00:00Z,Teacher,380-Video,107016.26552697505,4,SvAyk
2019-08-12T00:00:00Z,Teacher,325-Video,100680.90872889581,5,fBSnoixaNYHlZYsZcvTqx
2019-08-12T00:00:00Z,Teacher,241-Video,87049.94479679657,6,fsoWPbMAN
2019-08-12T00:00:00Z,Family,599-Video,82527.96911121103,2,mkumxrLQGpEgYBNMB
2019-08-12T00:00:00Z,Family,62-Video,81732.22381290155,3,iAwhkYvXMeI
2019-08-12T00:00:00Z,Teacher,391-Video,80366.44943070694,7,CAYfdVqSeTilJz
2019-08-12T00:00:00Z,Family,241-Video,71735.67350288884,4,fsoWPbMAN
2019-08-12T00:00:00Z,Teacher,125-Video,70565.00974672202,8,KyeTVMJMKoecrK
2019-08-12T00:00:00Z,Family,378-Video,66739.31119715727,5,hWuhLbYprnbrlJKMtkQNLMG
2019-08-12T00:00:00Z,Family,160-Video,65886.18042060432,6,NXqLaknJsuMuqGmnprpAFpBv
2019-08-12T00:00:00Z,Teacher,328-Video,65362.05971931395,9,tTJdC
2019-08-12T00:00:00Z,Teacher,345-Video,64164.616073300174,10,YRyCPojAg
2019-08-12T00:00:00Z,Family,353-Video,59761.23704275113,7,pFEfBPHf
2019-08-12T00:00:00Z,Family,747-Video,58957.84034734253,8,QyBmGbNfvkeugSesRQmnUOiiQsJufjSIw
2019-08-12T00:00:00Z,Teacher,288-Video,58628.83027207996,11,bRjuMAbixjXuyYkJFHusZn
2019-08-12T00:00:00Z,Family,548-Video,57385.478243471414,9,EDFwuGtZZqpYjB
2019-08-12T00:00:00Z,Family,549-Video,56130.64911921418,10,LtnanZOIsBRfaAiPF
2019-08-12T00:00:00Z,Teacher,728-Video,55311.949629607305,12,NluAWGsKZUpHyxcZHDD
2019-08-12T00:00:00Z,Family,379-Video,55139.7931948769,11,TuSjdxEYgRZeWSkx
2019-08-12T00:00:00Z,Family,748-Video,54845.21440656041,12,tgdiDDjKaikZRUmkhnVIAXDSBpMvhgD
2019-08-12T00:00:00Z,Teacher,71-Video,54833.73731091171,13,WFVmZyfjsj
2019-08-12T00:00:00Z,Family,673-Video,54233.10263863005,13,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-08-12T00:00:00Z,Family,402-Video,53854.35848222314,14,jeiNgMxwfiFUrPjxI
2019-08-12T00:00:00Z,Family,586-Video,53138.95285345453,15,gyrxYLBxVh
2019-08-12T00:00:00Z,Family,740-Video,52802.29138109283,16,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-08-12T00:00:00Z,Family,380-Video,50874.13931211219,17,SvAyk
2019-08-12T00:00:00Z,Family,749-Video,48712.6196316081,18,MKmItLFNhDfzPRJLVV
2019-08-12T00:00:00Z,Family,645-Video,46183.832890345795,19,hWpVlUmJQcrcxhMc
2019-08-12T00:00:00Z,Family,387-Video,46046.107742561464,20,triqIohaViUazuUbuktd
2019-08-12T00:00:00Z,Teacher,548-Video,45759.180351344105,14,EDFwuGtZZqpYjB
2019-08-12T00:00:00Z,Teacher,318-Video,45135.59148776505,15,QKIpbhrJKDp
2019-08-12T00:00:00Z,Teacher,659-Video,43609.13776648871,16,fJNSpOAQsKeGldQpuMJtPhUpt
2019-08-12T00:00:00Z,Teacher,429-Video,43276.30199267658,17,LkeIqyysipIoAofeqybs
2019-08-12T00:00:00Z,Teacher,54-Video,42381.08853207842,18,oUdCLKzzkjwMOr
2019-08-12T00:00:00Z,Teacher,294-Video,39771.96212127525,19,bGKobAG
2019-08-12T00:00:00Z,Teacher,305-Video,38333.49946663891,20,zfTBjErZBg
2019-08-19T00:00:00Z,Teacher,659-Video,161915.03971322937,1,fJNSpOAQsKeGldQpuMJtPhUpt
2019-08-19T00:00:00Z,Teacher,241-Video,127908.40530614823,2,fsoWPbMAN
2019-08-19T00:00:00Z,Family,402-Video,121925.01277462894,1,jeiNgMxwfiFUrPjxI
2019-08-19T00:00:00Z,Teacher,328-Video,118646.38911765192,3,tTJdC
2019-08-19T00:00:00Z,Teacher,645-Video,112230.69265003182,4,hWpVlUmJQcrcxhMc
2019-08-19T00:00:00Z,Family,659-Video,109843.45675510341,2,fJNSpOAQsKeGldQpuMJtPhUpt
2019-08-19T00:00:00Z,Teacher,125-Video,108232.83766573665,5,KyeTVMJMKoecrK
2019-08-19T00:00:00Z,Family,429-Video,105524.2430926448,3,LkeIqyysipIoAofeqybs
2019-08-19T00:00:00Z,Teacher,586-Video,99609.71313501768,6,gyrxYLBxVh
2019-08-19T00:00:00Z,Family,241-Video,99582.93324517073,4,fsoWPbMAN
2019-08-19T00:00:00Z,Teacher,288-Video,92520.69372267419,7,bRjuMAbixjXuyYkJFHusZn
2019-08-19T00:00:00Z,Family,548-Video,89387.44661058064,5,EDFwuGtZZqpYjB
2019-08-19T00:00:00Z,Family,599-Video,88530.49013547813,6,mkumxrLQGpEgYBNMB
2019-08-19T00:00:00Z,Teacher,330-Video,88419.54487754076,8,IaUQzwCZgBTLKHUSoJFYFQWFR
2019-08-19T00:00:00Z,Family,586-Video,88339.2052079999,7,gyrxYLBxVh
2019-08-19T00:00:00Z,Teacher,403-Video,87941.33255884516,9,JNgBCNc
2019-08-19T00:00:00Z,Teacher,728-Video,86889.26545771485,10,NluAWGsKZUpHyxcZHDD
2019-08-19T00:00:00Z,Family,365-Video,84360.47871645255,8,vdRVYrxYxMUovlRivg
2019-08-19T00:00:00Z,Family,353-Video,83713.9356615761,9,pFEfBPHf
2019-08-19T00:00:00Z,Teacher,71-Video,80557.73435818517,11,WFVmZyfjsj
2019-08-19T00:00:00Z,Teacher,618-Video,79463.58457300965,12,oRgxEIawD
2019-08-19T00:00:00Z,Teacher,402-Video,79157.52868904447,13,jeiNgMxwfiFUrPjxI
2019-08-19T00:00:00Z,Teacher,429-Video,70423.45890038811,14,LkeIqyysipIoAofeqybs
2019-08-19T00:00:00Z,Teacher,548-Video,70320.16503954987,15,EDFwuGtZZqpYjB
2019-08-19T00:00:00Z,Family,379-Video,68342.2788894249,10,TuSjdxEYgRZeWSkx
2019-08-19T00:00:00Z,Teacher,318-Video,67955.88333591884,16,QKIpbhrJKDp
2019-08-19T00:00:00Z,Teacher,54-Video,67496.79950997107,17,oUdCLKzzkjwMOr
2019-08-19T00:00:00Z,Family,740-Video,66670.4486232651,11,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-08-19T00:00:00Z,Family,749-Video,66219.01619441644,12,MKmItLFNhDfzPRJLVV
2019-08-19T00:00:00Z,Family,380-Video,65824.96924381127,13,SvAyk
2019-08-19T00:00:00Z,Family,645-Video,65687.24409602695,14,hWpVlUmJQcrcxhMc
2019-08-19T00:00:00Z,Teacher,294-Video,65515.08766129654,18,bGKobAG
2019-08-19T00:00:00Z,Family,294-Video,64443.892067418405,15,bGKobAG
2019-08-19T00:00:00Z,Family,214-Video,60771.22145983623,16,IKMzoGnzugGsBCNv
2019-08-19T00:00:00Z,Teacher,380-Video,60426.9085903754,19,SvAyk
2019-08-19T00:00:00Z,Teacher,305-Video,58908.106266198185,20,zfTBjErZBg
2019-08-19T00:00:00Z,Family,549-Video,57798.6536868244,17,LtnanZOIsBRfaAiPF
2019-08-19T00:00:00Z,Family,387-Video,56398.44801768371,18,triqIohaViUazuUbuktd
2019-08-19T00:00:00Z,Family,125-Video,55679.21669036553,19,KyeTVMJMKoecrK
2019-08-19T00:00:00Z,Family,165-Video,55476.4546672386,20,fwSdDahKV
2019-08-26T00:00:00Z,Teacher,750-Video,343811.7029508355,1,dOJJOGCNAdZvI
2019-08-26T00:00:00Z,Teacher,429-Video,241906.57068607895,2,LkeIqyysipIoAofeqybs
2019-08-26T00:00:00Z,Family,429-Video,166666.5573117888,1,LkeIqyysipIoAofeqybs
2019-08-26T00:00:00Z,Family,750-Video,156019.63824835006,2,dOJJOGCNAdZvI
2019-08-26T00:00:00Z,Teacher,294-Video,149244.3261170709,3,bGKobAG
2019-08-26T00:00:00Z,Teacher,241-Video,143444.56711593072,4,fsoWPbMAN
2019-08-26T00:00:00Z,Teacher,365-Video,139167.4361375173,5,vdRVYrxYxMUovlRivg
2019-08-26T00:00:00Z,Family,365-Video,130949.8356530522,3,vdRVYrxYxMUovlRivg
2019-08-26T00:00:00Z,Teacher,409-Video,127927.53379889604,6,aTOACqmFnjbE
2019-08-26T00:00:00Z,Teacher,645-Video,124763.68109840598,7,hWpVlUmJQcrcxhMc
2019-08-26T00:00:00Z,Teacher,125-Video,123241.05307567921,8,KyeTVMJMKoecrK
2019-08-26T00:00:00Z,Family,241-Video,120926.50545319253,4,fsoWPbMAN
2019-08-26T00:00:00Z,Teacher,586-Video,104717.02069868663,9,gyrxYLBxVh
2019-08-26T00:00:00Z,Family,599-Video,104319.1480495319,5,mkumxrLQGpEgYBNMB
2019-08-26T00:00:00Z,Teacher,288-Video,101568.47079239484,10,bRjuMAbixjXuyYkJFHusZn
2019-08-26T00:00:00Z,Family,548-Video,97188.04595314318,6,EDFwuGtZZqpYjB
2019-08-26T00:00:00Z,Family,294-Video,90745.56959567612,7,bGKobAG
2019-08-26T00:00:00Z,Teacher,71-Video,88767.68344555114,11,WFVmZyfjsj
2019-08-26T00:00:00Z,Family,353-Video,88522.83873837901,8,pFEfBPHf
2019-08-26T00:00:00Z,Family,303-Video,86464.61291871316,9,CfOczzRzi
2019-08-26T00:00:00Z,Family,402-Video,84134.76250202823,10,jeiNgMxwfiFUrPjxI
2019-08-26T00:00:00Z,Family,586-Video,83599.16470508916,11,gyrxYLBxVh
2019-08-26T00:00:00Z,Family,318-Video,80542.4315639869,12,QKIpbhrJKDp
2019-08-26T00:00:00Z,Family,645-Video,80014.48516414697,13,hWpVlUmJQcrcxhMc
2019-08-26T00:00:00Z,Family,379-Video,78954.76666591753,14,TuSjdxEYgRZeWSkx
2019-08-26T00:00:00Z,Family,740-Video,78071.03030096808,15,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-08-26T00:00:00Z,Teacher,318-Video,77493.34981998379,12,QKIpbhrJKDp
2019-08-26T00:00:00Z,Family,129-Video,77290.58779685687,16,szoroukTdFjcQ
2019-08-26T00:00:00Z,Teacher,54-Video,77221.7252229647,13,oUdCLKzzkjwMOr
2019-08-26T00:00:00Z,Family,380-Video,76904.19224335083,17,SvAyk
2019-08-26T00:00:00Z,Family,659-Video,76617.26485213346,18,fJNSpOAQsKeGldQpuMJtPhUpt
